text,label
"I found a way to bypass the ""Two-Factor Authentication"" using the ""Account Recovery"" flow.",security_concern
Our corporate accounting team is asking why the merchant name on our credit card statement doesn't match your company name.,billing_problem
Does the annual subscription include the mobile app access or is that a separate billing charge?,billing_problem
What is the best way to collaborate with someone who doesn't have an account yet?,other
I am a developer and I need to know if your billing API supports automated invoice generation.,billing_problem
I’m curious if you have any plans for a partnership with non-profit organizations in the future.,other
"I'm getting a ""Wait or Kill Page"" popup in my browser because the site is so slow.",performance
"I noticed that your site doesn't use ""HSTS,"" which makes it vulnerable to protocol downgrade attacks.",security_concern
"I am a student and I’d love a ""study group"" feature where I can easily share my notes with classmates.",feature_request
"The ""Export"" button is generating an empty Excel file with no data in it.",bug
"The ""Select All"" checkbox in the bulk actions menu only selects the items visible on the current page instead of the whole list.",bug
How do you handle the security of data that is shared between different integrations?,security_concern
"The ""Change Password"" screen is not letting me paste a password from my password manager.",bug
"The ""Mute"" toggle for notifications is green as if it's on but I am still getting loud alerts on my desktop.",bug
I accidentally linked my social media login to the wrong account and now I cannot access my primary subscription.,account_access
"Could you add a ""screen recording"" tool so we can record quick video walkthroughs for our teammates?",feature_request
I am trying to log in at night but the Face ID recognition will not work in the dark and there is no manual override.,account_access
I am travelling in Asia and your system keeps rejecting my local credit card even though it works everywhere else.,billing_problem
I have both a personal and a business account associated with the same phone number and the system keeps logging me into the wrong one.,account_access
What is the procedure for updating my credit card information before it expires next month?,how_to
The system is hanging when I try to move a file from one folder to another.,performance
I’m a student and I’m looking for some inspiration on how to use this for my creative portfolio.,other
I am studying abroad this semester and the site will not let me log in because I do not have my American SIM card anymore.,account_access
I updated the CLI to the latest version and now the login command returns a command not found error on my Linux machine.,account_access
"I would love to see a ""collaborative whiteboarding"" tool integrated into the meeting section of the platform.",feature_request
I am on a public network and I want to know how to enable the extra encryption settings.,how_to
Why am I being charged for five seats when three of our team members left the company last month and their accounts were deleted?,billing_problem
"The app is showing me a ""No Internet Connection"" error even though I am currently browsing other websites perfectly fine.",bug
How do I change the billing cycle from the 1st of the month to the 15th?,how_to
"The app freezes for ten seconds every time I try to switch between the ""Calendar"" and ""List"" views.",bug
"Could you add a ""customizable shortcut bar"" at the bottom of the mobile app for our three most used tools?",feature_request
The system is taking a long time to calculate the estimated delivery time.,performance
The system is taking a long time to recalculate the totals after I add a new line item.,performance
How do you protect against SQL injection attacks in your custom report builder?,security_concern
"The system is taking a long time to show the ""Success"" message after I complete a task.",performance
How do I set up a guest password for my Wi-Fi through the router management tool?,how_to
I need to know how to export my contacts to my phone's address book.,how_to
"The ""Help"" documentation links are all pointing to the homepage instead of the specific articles.",bug
"The ""Download All"" button is taking a long time to zip the files.",performance
A former employee who was terminated last week still has administrative access to our company dashboard; how can we force a global logout for them?,security_concern
Can you tell me more about the history of the company and who the founders are?,other
"How do I set up a ""Custom Status"" like ""In a Meeting"" or ""At the Gym""?",how_to
"I would like to see a ""network status"" indicator in the app so I know if my connection is slow or if the server is having issues.",feature_request
"I noticed a typo in the main header of the enterprise portal where it says ""Mangement"" instead of ""Management.""",bug
Is there a way to see a history of all the messages I’ve sent to support in the past?,other
The dashboard components are loading out of order and very slowly.,performance
My iPad keeps crashing the app whenever I try to load a high-resolution report.,performance
"How do I enable the ""High Contrast"" mode for better visibility?",how_to
My service account JSON key is being flagged as malformed by the client library even though it passes a lint check.,account_access
"I saw a typo on the ""About Us"" page and I thought you might want to know so you can fix it.",other
How do I change the privacy settings on my posts so only my friends can see them?,how_to
Does your app store my login credentials in the system's secure keychain or in a local file?,security_concern
Our CEO cannot access the executive dashboard on her iPad because the MDM profile is preventing the login prompt from appearing.,account_access
"The ""Welcome"" video is playing on every single page I visit instead of just the first time.",bug
When I maximize the window on my secondary monitor the app content disappears and only the background remains.,bug
Why am I being charged for a 'setup fee' when I did all the installation work myself?,billing_problem
The application is incredibly sluggish this morning and it's taking forever to switch between different tabs.,performance
"Is there a plan to add support for more languages, specifically Japanese and Korean, for the user interface?",feature_request
"Is there a way to disable the ""Allow third-party integrations"" setting for all users in my organization?",security_concern
"How do I set up a ""Favorites"" list for the items I use most often?",how_to
"I'm literally typing the password I have written down and it says it's wrong, I'm starting to panic.",account_access
"The ""Add to Favorites"" star icon won't stay filled in after I click it.",bug
The app is slow to respond when I'm using it on my secondary monitor.,performance
"How do I set up a ""Secret Chat"" that has end-to-end encryption?",how_to
The 'Manage Subscription' link in my email just takes me to a 404 error page.,billing_problem
I’m a first-time user and I’m just trying to get a feel for the user interface.,other
I downgraded my account to the 'Community' version months ago but I just realized I am still being billed for the 'Commercial' license.,billing_problem
The app is unresponsive for a few seconds after I wake my computer from sleep mode.,performance
"The application is very sluggish when I have the ""Developer Tools"" open in my browser.",performance
Where is the setting to automatically download updates only when on Wi-Fi?,how_to
The password recovery page is taking so long to load that the link in my email expires before I can use it.,performance
I am stuck in an infinite loop where the app asks me to update but when I go to the Play Store there is no update available.,bug
Someone has created a fake profile using my name and photo and is trying to scam my colleagues; how do I report this security issue?,security_concern
Why is the sales tax so high on this digital product?,billing_problem
"I need help knowing how to ""Pin"" a message to the top of the chat.",how_to
I want to pay for my pro account using Alipay but even though the logo is on your site the option isn't in the checkout.,billing_problem
"Could you add support for Markdown in the comments section so we can use bold text, lists, and code snippets in our discussions?",feature_request
Our company uses Microsoft Teams and we would love a native integration that allows us to view our dashboard inside a Teams tab.,feature_request
"I am a polite user who loves the product, but I was wondering if you could add a way to change the default font size for better accessibility.",feature_request
When I use the Safari browser on my Mac the scroll bar is completely missing from the settings menu so I can't reach the bottom.,bug
"I wish there was a way to ""star"" or ""favorite"" specific comments in a long discussion thread so I don't lose them.",feature_request
I'm a new user and I'm wondering if it's normal for the initial setup wizard to take 10 minutes to load?,performance
I am an IT auditor for my company and we need to review your latest SOC2 Type II report before we can renew our enterprise contract.,security_concern
I am trying to update my credit card on the mobile app but the save button is greyed out even after I enter all the details.,billing_problem
I tried to pay with PayPal but it keeps looping me back to your login screen without completing the purchase.,billing_problem
Is there a way to see all the different devices that are currently logged into my account?,other
Our guest contractors are unable to sign into the project folder because their external domains haven't been whitelisted in our tenant.,account_access
I need to access my medical records immediately but the portal keeps rejecting my login attempts.,account_access
"How do I change the ""Auto-Save"" frequency to every 5 minutes?",how_to
Where can I find the tutorial for the advanced search filters?,how_to
I’m a developer and I’d like to know if you have a bug bounty program for security researchers.,other
"I found a vulnerability that allows me to bypass the ""Maximum Login Attempts"" limit.",security_concern
Could you provide an option to export our analytics data directly into a Google Sheets document instead of just a CSV file?,feature_request
Is there a way to change the language of the interface to something like Ancient Greek for a school project?,other
"The app is showing a ""Plugin Error"" whenever I try to use the integration with Slack.",bug
"My supervisor is breathing down my neck because I can't access the project management tool, please unlock me!",account_access
Our agency manages 50 different client accounts and we desperately need one consolidated invoice instead of 50 separate emails.,billing_problem
Can you show me how to hide my online status from other users?,how_to
How do you ensure that data from different customers is logically separated in your database?,security_concern
The video player is buffering every few seconds even though I have great internet.,performance
Where can I find my account ID number for the support form?,how_to
We noticed that the encryption used for our data exports is an outdated and insecure algorithm.,security_concern
I’m a bit confused about how to invite my coworkers to join my new project.,other
There is a huge delay between clicking a notification and the app actually opening the relevant page.,performance
I need help setting up a poll in my group chat.,how_to
I am a business owner and I need to know how to add my company logo to the invoices.,how_to
The Python SDK is failing to initialize with my environment variables and keeps returning a generic authentication failure.,account_access
The app is showing the wrong currency for my region.,bug
"My grandfather's hands shake too much for the fingerprint reader on his tablet, can we set up a simple pattern lock instead?",account_access
I've noticed the performance is much worse on Microsoft Edge than it is on Firefox.,performance
Trying to implement the PKCE flow for our mobile app and the code challenge is being rejected by your token endpoint.,account_access
I am being billed for 100 SMS messages that were marked as 'Undelivered' in my own system logs.,billing_problem
I am a polite user who just wants to know why my loyalty discount wasn't applied this month.,billing_problem
The invoice I received today has someone else's name and address on it which seems like a major security issue.,billing_problem
Could you please move the billing date for my account to the 15th of the month so it aligns with my paycheck?,billing_problem
The login page keeps timing out because the public Wi-Fi I am using at the airport has a very high latency.,account_access
My screen stays white for a long time before the actual content of the app appears.,performance
My MFA is linked to my work phone which I don't have right now so I can't log in to stop my subscription from renewing.,billing_problem
"Can you explain how to use the ""Drag and Drop"" feature for uploading multiple images?",how_to
I need help understanding how to apply a promo code I received in my email.,how_to
The sales tax calculation for my order in Sydney seems to be using the wrong GST rate for digital services.,billing_problem
"I’m a senior citizen and I’m having a little trouble seeing the icons, are they supposed to be this small?",other
I saw a post on a dark web forum claiming to have a leaked database of your user emails and hashed passwords.,security_concern
"Our sales team needs a ""lead scoring"" feature that automatically prioritizes our contacts based on their recent activity.",feature_request
I am using the app on a foldable phone and the layout is completely broken when the screen is fully opened.,bug
"The image previews are taking several seconds to sharpen, which is frustrating when I'm trying to browse quickly.",performance
The SDK keeps looking for credentials in the default AWS profile even though I have explicitly passed a custom configuration object.,account_access
"It's been two days since I raised this issue and I still can't log in, what is taking so long?",account_access
The fingerprint sensor on my laptop isn't being recognized by your site's security prompt.,account_access
My payment keeps failing because the '3D Secure' verification window from my bank isn't popping up on your mobile site.,billing_problem
"I am concerned about the security of the ""Cloud Sync"" feature and want to disable it.",security_concern
I was charged for 'Technical Support' for a call where the agent eventually admitted the problem was a bug in your software.,billing_problem
Is there a way to see which of my team members are currently online and active?,other
Can you provide a detailed technical breakdown of how you handle data encryption at rest and in transit?,security_concern
I am being charged a $25 'Data Export Fee' which I believe should be free under my GDPR data portability rights.,billing_problem
"I found a way to access the ""Developer Console"" in the production version of the app.",security_concern
I forgot I had an active subscription running.,billing_problem
How do I find out which version of the software I am currently running on my Mac?,other
I am using a Linux machine with Ubuntu and the desktop client keeps flickering every time I move my mouse over a link.,bug
I am trying to cancel my account but the billing section of the website keeps throwing an error every time I click the link.,billing_problem
What is the maximum number of people that can be in one group before it gets crowded?,other
"Please tell me I didn't lose everything, I can't get past the login screen and it's saying my email isn't in the system.",account_access
"I noticed that the mobile app doesn't require a passcode or biometric check to open, even after being closed for hours.",security_concern
I am a student on a tight budget and I really need a refund for the accidental double-click charge.,billing_problem
The system seems to struggle whenever I try to filter the data by multiple categories.,performance
The connection to the database seems very unstable; I keep getting disconnected while trying to edit.,performance
How do I invite my freelance designer to a specific project without giving them access to my whole account?,how_to
I am seeing some weird JavaScript errors that look like a third-party script is trying to steal cookies.,security_concern
"I am an elderly user and I am afraid to enter my credit card because the page says ""not secure"" in the corner.",security_concern
"Can you explain how to use the ""Picture-in-Picture"" mode while browsing other apps?",how_to
I tried to update my billing info on my tablet but the keyboard covers the 'Confirm' button.,billing_problem
Can I use a stylus or an Apple Pencil to navigate the app on my iPad?,other
My school is paying for my license but I just got a notification that my personal card was charged instead.,billing_problem
I’m a student and I’m looking for some tips on how to use this for my group projects.,other
"The font rendering is slow, so I see generic text for a few seconds before it switches to the correct style.",performance
I tried to sign up for a 'No Credit Card Required' trial but the very first page asked me for my card details before I could see the app.,billing_problem
My phone is too old to update the app and the old version says I must update to log in.,account_access
"The search bar doesn't start showing suggestions until I've typed at least ten characters, and even then it's slow.",performance
Is there a way to see a list of all the people who have viewed my public profile?,other
The background processing for the CSV upload is taking hours instead of the usual few minutes.,performance
I’m a developer and I’d like to know if you have a public roadmap for upcoming changes.,other
The system is letting me create two different users with the exact same email address.,bug
"The site is taking a long time to load the ""About Us"" page, of all things.",performance
Our engineering team is looking for a way to trigger automated backups via a CLI tool rather than having to use the web interface every time.,feature_request
"Our IT department is asking for ""SAML SSO"" support to streamline the login process for our entire organization.",feature_request
Ever since the latest browser update the login page says my connection is not private and blocks the site.,account_access
I am seeing a small $1.00 charge on my card that I didn't authorize is this a scam or a verification check?,billing_problem
"The app feels very heavy and bloated today, even after I cleared my browser cache.",performance
"The app is making a strange high-pitched buzzing sound whenever I open the ""Media"" tab.",bug
The video player in the tutorial section has no volume controls so it plays at maximum loudness with no way to turn it down.,bug
I just got a new SIM card with a different phone number and now I am completely locked out of my two-factor authentication.,account_access
The $200 pre-authorization hold from my hotel stay is still showing up on my card and it's preventing your monthly subscription from clearing.,billing_problem
I am being charged for API calls that were clearly internal system tests performed by your own technical team.,billing_problem
The 'Pro' features are still locked for me even though the money has already left my bank account.,billing_problem
I can log in perfectly fine on my desktop but the login button is completely unresponsive when I use the Opera browser on my laptop.,account_access
I need help figuring out how to move a project from my personal space to the team space.,how_to
I am a developer and I need to know how to refresh my API tokens for the production environment.,how_to
The captcha image is just a spinning circle and won't let me prove I'm human so I can sign in.,account_access
"I am trying to pay my rent and I can't get into my banking portal, this is an emergency!",account_access
I found a way to use a single-use coupon multiple times by opening several tabs at once.,security_concern
"I’m a bit confused about the permissions for guest users, what exactly can they see?",other
I am being charged for 'User Analytics' features that have been showing a 'Data Currently Unavailable' error for the entire month.,billing_problem
"The ""Add to Cart"" button is appearing twice on every product page.",bug
I can't finish my purchase on my Android phone because the 'CVV' input box is missing from the credit card form.,billing_problem
"Can you explain how to use the ""Formula Bar"" in the spreadsheet view?",how_to
I am being billed for a service that was suspended by your security team for 'review' for the last ten days.,billing_problem
The app is displaying my profile name in all lowercase letters regardless of how I typed it.,bug
"I would like to see a ""word count"" and ""reading time"" indicator for the documents we create in the platform.",feature_request
The drag-and-drop feature for moving files into folders is placing the documents in the wrong directory every single time.,bug
"How do you protect against ""Man-in-the-Middle"" attacks when users are on public hotspots?",security_concern
I am a student and I think I found a way to see other people's grades in the shared workspace by inspecting the page source.,security_concern
Is your platform compliant with the latest environmental sustainability standards?,other
"I'm getting a lot of ""Request Timed Out"" messages when trying to view my history.",performance
"I’m a bit confused about the ""Search"" bar, it seems to only search for filenames.",other
"I am a developer and I’d love a ""dark mode"" for the API documentation specifically.",feature_request
"Could you add a ""bulk invite"" feature where we can upload a CSV list of email addresses to invite multiple people at once?",feature_request
Can I use this app on my Kindle Fire or is it not available in the Amazon Appstore?,other
"The mobile app is consuming a massive amount of battery, which usually means it's working too hard in the background.",performance
"I’m a bit confused by the icons in the sidebar, they don't have any tooltips when I hover over them.",other
The mobile app on my iPhone 13 keeps freezing for a few seconds every time I scroll down the main feed.,performance
I've requested a voice call for my login code because I can't receive texts but the phone never rings.,account_access
Where can I find the legal terms and conditions I agreed to?,how_to
We are being billed for 'Extra Bandwidth' usage that occurred while our site was under a massive DDoS attack last weekend.,billing_problem
The price on the checkout page was listed in dollars but my bank was charged in pounds and I got hit with a heavy conversion fee.,billing_problem
My fixed-budget card was declined because of a tiny currency fluctuation that made the bill $0.05 more than the balance I had loaded.,billing_problem
As a developer i'm trying to use the api keys but keep getting a 401 unauthorized error even though the tokens are fresh.,account_access
"I just wanted to thank the person who helped me yesterday, they were very kind and patient.",other
I've been trying to unsubscribe for twenty minutes but the button is hidden behind a mandatory 'Call Support' message.,billing_problem
I tried setting up a Passkey on my Mac but now I cannot log in on my iPhone using my traditional password.,account_access
I am being billed for three 'ghost' users who never even accepted their email invitations to join our workspace.,billing_problem
"Can you explain how to set up a ""Read Receipt"" for the messages I send?",how_to
The price I was quoted by the sales rep is different from the price showing up in my cart.,billing_problem
It is asking for a code from my phone but I do not know how to check my text messages while I am on a call with you.,account_access
My account is linked to my old university email which has been deactivated how can I log in now?,account_access
"Is there any possibility of adding a ""guest book"" feature for our public-facing projects?",feature_request
"Our enterprise needs a ""data residency"" option to ensure our files stay on servers within our own country.",feature_request
"I am a student and I think I found a way to bypass the ""Time Limit"" on my exam using a browser extension.",security_concern
"Where is the setting to enable ""Offline Mode"" for when I am traveling?",how_to
Can I link my Dropbox account to this app to easily share files with my team?,other
"Our enterprise requires a ""dedicated account manager"" option for our premium support tier.",feature_request
How do you ensure that your third-party developers don't have access to my live data?,security_concern
"How do I set up a ""Guest Account"" with limited access for a temporary consultant?",how_to
I paid for a 'Custom Domain' SSL certificate that failed to renew and now I'm being billed for a service that isn't working.,billing_problem
I just updated to iOS 17 and now the app won't let me past the biometric scan screen.,account_access
The system is hanging when I try to change the privacy settings for my profile.,performance
"I’m frustrated that I have to manually refresh the dashboard to see new data; a real-time ""auto-refresh"" toggle would be a lifesaver.",feature_request
It would be a huge time-saver if we could drag and drop entire folder structures into the upload window instead of selecting individual files.,feature_request
"The app is showing a ""Database Error"" when I try to sort my tasks by priority.",bug
Our enterprise account requires a more detailed audit log that shows exactly which IP addresses accessed specific files over the last 90 days.,feature_request
I am a government employee and our firewall is blocking the verification email from your domain.,account_access
How do I connect my Bluetooth headphones to the app for the audio lessons?,how_to
The app is slow to respond when I'm using a stylus on my tablet.,performance
"The ""Feedback"" form is giving me an error message when I try to submit it.",bug
Is there a way to hide my account from the global directory so people can't search for me?,security_concern
"The ""Download All"" button creates a ZIP file that is corrupted and cannot be opened.",bug
"Can you show me how to use the ""Measurement Tool"" in the design interface?",how_to
How do I find the official social media accounts for your company?,other
"Is it possible to add a ""high contrast"" theme for users with visual impairments?",feature_request
I need to recover access to our shared department account because the previous manager left the company without providing the login details.,account_access
Our storage bill has tripled because the system is counting 'System Logs' toward our quota instead of just our user-generated files.,billing_problem
Does the price include future updates or will I be billed again when a new version comes out?,billing_problem
The color picker tool is returning the wrong hex codes when I try to select a custom color for my theme.,bug
I’m a first-time user and I’m having trouble finding the search bar on the home screen.,other
"My ad-blocker seems to be hiding the login fields on your homepage, how do I whitelist the site?",account_access
"The ""Help"" icon is blocking the ""Submit"" button on the mobile version of the site so I can't finish the form.",bug
"The ""Merge Documents"" feature is deleting all the formatting from the original files.",bug
"The ""Back"" button on my Android phone closes the entire application instead of taking me to the previous menu.",bug
I am being charged for a premium domain renewal fee even though I never actually finished the registration process for that URL.,billing_problem
"I would love a way to ""export"" our entire chat history into a searchable PDF file.",feature_request
The dark mode setting makes all the text headers invisible because they are still being rendered in black against the dark background.,bug
I am seeing raw HTML code snippets appearing in the footer of the page instead of the usual copyright information.,bug
"The ""Weekly Summary"" email I received today is completely empty except for the header and footer.",bug
How do I change the display name that my coworkers see when I send them a message?,other
I was charged for 'Translation Services' that were clearly performed by an AI because they are full of grammatical errors.,billing_problem
"My bank account was closed last week and I just found out my refund was sent to that inactive account, so how can I get the money moved to my new one?",billing_problem
The app keeps asking me to verify my email even though I already clicked the link in the confirmation message.,bug
"The desktop app is using 2GB of RAM just sitting idle, which is slowing down my whole computer.",performance
"The ""Terms of Service"" page is taking forever to load, and I need to accept them to continue.",performance
The scroll performance on the long list of transactions is very poor on my older MacBook.,performance
"Is there any chance of adding a ""mind map"" view for our project brainstorming sessions?",feature_request
"Our business requires a way to ""white-label"" the portal so our clients see our logo and colors instead of yours.",feature_request
"I found that the ""private"" folders are actually accessible if you have the direct link to the file.",security_concern
As a visually impaired user I am finding the audio captcha impossible to understand so I can't get past the gate.,account_access
I tried to reset my password to get into my billing settings but the reset email is taking hours to arrive.,billing_problem
I found a vulnerability where I can send a message that appears to be from a different user.,security_concern
"How do you handle the reporting and patching of ""Zero-Day"" vulnerabilities?",security_concern
Our enterprise contract says we have unlimited users but we are being charged for every person over 50.,billing_problem
The app is automatically muting my microphone every time I join a new meeting.,bug
"I’m a bit confused about the difference between a ""tag"" and a ""label"" in your organization system.",other
I accidentally closed a tutorial pop-up and I have no idea how to bring it back to finish the lesson.,other
"Can you explain how to use the ""Undo"" function after I've deleted a block of text?",how_to
Is there a way to export my entire account history to a PDF file for my records?,other
The multi-factor authentication prompt is not being sent to my company-issued mobile device when I try to log in from a remote network.,account_access
Can you show me how to change the video quality to save data on my mobile plan?,how_to
"I found that I can see the full names of people who have viewed my profile, even if they are in ""Incognito"" mode.",security_concern
"The app is showing a ""Loading..."" message that never goes away on the analytics page.",bug
"The app is showing that I have ""Unlimited"" storage but then blocks me from uploading after 5GB.",bug
How do I link my personal account and my business account so I can switch between them easily?,how_to
The site is taking a long time to resolve the DNS and connect to your servers.,performance
The mobile app charged me through Google Play but your website says I owe you money directly.,billing_problem
Our company is merging and we need to transfer the billing responsibility to a different entity.,billing_problem
How can I see which devices are currently logged into my account?,how_to
Can you tell me which specific encryption standard (like AES-256) you use for our stored documents?,security_concern
It would be fantastic if the tablet version supported split-screen multitasking so I can take notes while using the app.,feature_request
I want to switch from my credit card to Apple Pay but I don't see that option on the desktop site.,billing_problem
My husband passed away recently and I am having a very difficult time removing his profile from our family billing group.,billing_problem
Our company was just bought out and I need to change the 'Invoiced To' name on all future bills to the new parent company.,billing_problem
I am the administrator of our family plan but I cannot find the option to reset my daughter's login after she got locked out.,account_access
The system is taking a noticeable amount of time to register my keystrokes when I'm typing in the editor.,performance
I found a vulnerability that allows me to delete other people's comments in the community forum.,security_concern
I found a bug where I can see the email addresses of all other users in a public group even if their profiles are set to private.,security_concern
"How do I set up an ""Email Alias"" so I don't give out my primary address?",how_to
I am a student and I need to know how to cite this platform in my bibliography.,how_to
Whenever I try to change the font size in the editor the text just reverts back to the default size after two seconds.,bug
I was told that the 'Beta' features would be free to test but I just saw a 'Beta Access' line item on my latest invoice.,billing_problem
When I try to tag a colleague using the @ symbol the list of names appears at the very top of the screen instead of near the cursor.,bug
I noticed that the price displayed in the checkout cart is different from the price shown on the main product listing.,bug
"I think a ""preview"" mode for attached PDF files would be great so we don't have to download every single document just to see what's inside.",feature_request
"Could you implement a ""custom URL"" feature for our personal profiles so they are easier to share?",feature_request
The character counter for the biography section says I have 50 characters left but it won't let me type anything else.,bug
I’m a developer and I’d like to know if you have a GitHub repository for your documentation.,other
The application is very slow to clear the filters I've applied to my view.,performance
I’m just checking to see if I’m talking to a real person or an artificial intelligence right now.,other
How do I set up a specific alert for when a certain keyword is mentioned?,how_to
I noticed that users in the UK are being charged 40% less for the exact same plan I have here in the US and I would like an explanation.,billing_problem
Can I use this software on a public computer at the library without leaving any traces?,other
We have four different departments using your software and we need each one to be billed to a separate cost center rather than one giant lump sum.,billing_problem
Our security team needs to conduct a penetration test on our instance of your software; who do we contact for permission?,security_concern
We just migrated to Azure AD and now half of our sales team cannot log into Salesforce using their standard company email.,account_access
I've been trying to get into my work portal all morning but it keeps saying my session has expired even though I just logged in.,account_access
I accidentally clicked a suspicious link in a message that looked like it came from your support team and now I'm worried about malware.,security_concern
"I would like to see a ""duplicate project"" button so I can create a copy of an existing setup without starting from scratch.",feature_request
I realized I made a typo in my email address when I signed up and now I can't log in or reset anything.,account_access
"I’m an experienced user and I’d appreciate a ""power user"" keyboard shortcut map so I can navigate the dashboard without using my mouse.",feature_request
I am trying to buy a gift subscription for a friend but there is no option to use a different billing address than my own.,billing_problem
Can you explain your internal policy regarding which of your employees have the ability to view customer data?,security_concern
I’m a researcher and I was wondering if you have any public data sets available for study.,other
"I'm seeing a lot of ""spinning beach balls"" on my Mac while using the desktop version.",performance
"Our business needs a ""multi-currency"" support feature for our international billing and invoices.",feature_request
Our accounting department requires invoices to be in a landscape PDF format for their filing system but your site only generates portrait versions.,billing_problem
"I am being billed for SMS notifications that I never opted into and, quite frankly, I've never even received a single text from you.",billing_problem
System says my account is disabled due to suspicious activity but I haven't even logged in for three months.,account_access
"I am being billed for five seats that I deactivated last month; apparently, 'deactivating' isn't the same as 'deleting' for billing purposes.",billing_problem
The system is trying to charge a credit card that expired three years ago and I can't seem to delete it.,billing_problem
"The login process is getting stuck at the ""Verifying Account"" stage for a long time.",performance
How do I switch my billing from a monthly subscription to an annual plan to save money?,how_to
"Please help me unlock my profile, I think someone from another country tried to hack me and now I'm shut out.",account_access
Could you walk me through the process of adding a second administrator to our corporate account?,how_to
